user_id,time_stamp,adgroup_id,pid,nonclk,clk,tag_category_list,tag_brand_list,cms_segid,cms_group_id,final_gender_code,age_level,pvalue_level,shopping_level,occupation,new_user_class_level,cate_id,campaign_id,customer,brand,price
20082,1494492162,767,430548_1007,1,0,,,34,4,2,4,2,3,0,3,4281,401881,56415,454237,158.0
20082,1494681512,767,430548_1007,1,0,,,34,4,2,4,2,3,0,3,4281,401881,56415,454237,158.0
557182,1494076744,767,430539_1007,0,1,1665,85683,0,3,2,3,2,3,0,,4281,401881,56415,454237,158.0
424781,1494134626,767,430548_1007,1,0,6427|4292|4292|6244|6261,360671|146787|250090|32611|139199,0,3,2,3,,3,0,2,4281,401881,56415,454237,158.0
673505,1494567385,767,430548_1007,1,0,,,0,4,2,4,,3,0,3,4281,401881,56415,454237,158.0
662413,1494246932,767,430548_1007,1,0,,,43,5,2,5,2,3,0,1,4281,401881,56415,454237,158.0
453819,1494155438,767,430548_1007,1,0,,,0,4,2,4,,3,0,2,4281,401881,56415,454237,158.0
48612,1494577557,767,430548_1007,1,0,856|856,260846|211483,0,4,2,4,,2,0,,4281,401881,56415,454237,158.0
453819,1494474575,767,430539_1007,1,0,,,0,4,2,4,,3,0,2,4281,401881,56415,454237,158.0
267748,1494310558,767,430548_1007,1,0,,,30,4,2,4,1,3,0,2,4281,401881,56415,454237,158.0
435117,1494242146,767,430539_1007,1,0,4282|4281|4280|4280|4279,212229|354728|51063|27058|308181,44,5,2,5,2,3,0,2,4281,401881,56415,454237,158.0
1003722,1494140585,767,430548_1007,1,0,6183|6423|6423|6423|6423,348055|242693|196466|179900|242693,20,3,2,3,2,3,0,3,4281,401881,56415,454237,158.0
904854,1494160385,767,430548_1007,1,0,4526|6426|4280|4526|5920,224451|87570|247789|279027|332575,0,2,2,2,1,3,0,,4281,401881,56415,454237,158.0
19866,1494208240,767,430548_1007,1,0,6421,17902,0,5,2,5,2,2,0,,4281,401881,56415,454237,158.0
284320,1494163657,767,430548_1007,1,0,,,34,4,2,4,2,3,0,3,4281,401881,56415,454237,158.0
9267,1494506138,767,430548_1007,0,1,,,0,4,2,4,1,3,0,,4281,401881,56415,454237,158.0
657335,1494076536,767,430548_1007,1,0,4281|4281|4520|4520|4280,450736|138812|247789|316159|413000,0,5,2,5,,3,0,,4281,401881,56415,454237,158.0
905662,1494068610,767,430539_1007,1,0,6300|4625,388498|148238,32,4,2,4,2,3,0,1,4281,401881,56415,454237,158.0
824392,1494412130,767,430548_1007,1,0,7231|7231|6261|7231|7231,344170|358918|255820|453770|453770,0,6,2,6,,1,0,,4281,401881,56415,454237,158.0
12614,1494223360,767,430539_1007,1,0,,,,,,,,,,,4281,401881,56415,454237,158.0
279309,1494421081,767,430548_1007,1,0,,,43,5,2,5,2,3,0,1,4281,401881,56415,454237,158.0
528897,1494342255,767,430539_1007,1,0,,,31,4,2,4,1,3,0,3,4281,401881,56415,454237,158.0
528897,1494030811,767,430539_1007,1,0,,,31,4,2,4,1,3,0,3,4281,401881,56415,454237,158.0
72432,1494476174,767,430548_1007,1,0,,,8,2,2,2,2,3,0,3,4281,401881,56415,454237,158.0
371762,1494160037,767,430548_1007,1,0,,,31,4,2,4,1,3,0,3,4281,401881,56415,454237,158.0
882882,1494329858,767,430539_1007,1,0,,,20,3,2,3,2,3,0,3,4281,401881,56415,454237,158.0
505987,1494147786,767,430548_1007,1,0,4505|4521|4520|4521|4521,42281|146115|235358|146115|146115,77,10,1,4,1,3,0,2,4281,401881,56415,454237,158.0
950291,1494426003,767,430548_1007,1,0,5945|6840,103453|238121,0,5,2,5,,1,0,,4281,401881,56415,454237,158.0
950291,1494669943,767,430548_1007,1,0,6426|5945|6840,398868|103453|238121,0,5,2,5,,1,0,,4281,401881,56415,454237,158.0
326254,1494572087,767,430548_1007,1,0,591|7209|6423|6423|6421,256645|248625|21120|234758|295216,0,4,2,4,,1,0,,4281,401881,56415,454237,158.0
780521,1494205035,767,430548_1007,1,0,5467|5467|8172|9686|9455,95957|253676|364299|344401|353787,41,5,2,5,1,3,0,2,4281,401881,56415,454237,158.0
2748,1494421781,767,430539_1007,1,0,6261,115458,16,3,2,3,1,3,0,2,4281,401881,56415,454237,158.0
682940,1494489897,767,430539_1007,1,0,5946|7211|7211|6409|6426,189678|342533|342533|116740|423161,0,4,2,4,,3,0,2,4281,401881,56415,454237,158.0
659966,1494665888,767,430539_1007,1,0,7340|6423|6423|6423|6423,421975|323421|104512|104512|421820,44,5,2,5,2,3,0,2,4281,401881,56415,454237,158.0
656061,1494251516,767,430539_1007,1,0,,,0,4,2,4,,3,0,2,4281,401881,56415,454237,158.0
25356,1494074840,767,430539_1007,1,0,6300|6261|562|6261|6261,146115|402342|146115|146115|269093,0,2,2,2,,2,0,,4281,401881,56415,454237,158.0
882882,1494679782,767,430539_1007,1,0,,,20,3,2,3,2,3,0,3,4281,401881,56415,454237,158.0
141276,1494076689,767,430548_1007,1,0,6426|6744|5335|5335|2552,156325|375839|192801|199784|344904,0,5,2,5,,3,0,1,4281,401881,56415,454237,158.0
896655,1494053355,767,430548_1007,1,0,,,0,2,2,2,,3,0,1,4281,401881,56415,454237,158.0
522343,1494163572,767,430548_1007,1,0,,,44,5,2,5,2,3,0,2,4281,401881,56415,454237,158.0
448433,1494402704,767,430548_1007,1,0,,,0,5,2,5,,2,0,,4281,401881,56415,454237,158.0
358345,1494682700,767,430548_1007,1,0,6915,380733,0,10,1,4,,3,0,,4281,401881,56415,454237,158.0
16252,1494144015,767,430548_1007,1,0,,,0,10,1,4,2,2,0,,4281,401881,56415,454237,158.0
1056253,1494581026,767,430539_1007,1,0,6952|6181,12869|460390,44,5,2,5,2,3,0,2,4281,401881,56415,454237,158.0
494276,1494089552,767,430539_1007,1,0,7583|4288|4288|11486|4281,299541|247789|224569|220064|199382,44,5,2,5,2,3,0,2,4281,401881,56415,454237,158.0
791541,1494246552,767,430539_1007,1,0,,,82,10,1,4,3,3,0,2,4281,401881,56415,454237,158.0
386711,1494597815,767,430539_1007,1,0,,,91,11,1,5,2,3,0,2,4281,401881,56415,454237,158.0
85809,1494164878,767,430548_1007,1,0,4281|7212|562|4284|6261,424915|31725|334546|412170|188059,42,5,2,5,1,3,0,3,4281,401881,56415,454237,158.0
1056253,1494080870,767,430539_1007,1,0,6181,460390,44,5,2,5,2,3,0,2,4281,401881,56415,454237,158.0
371602,1494074539,767,430539_1007,1,0,4622|4622|4622|4622|4622,330502|273201|280439|116810|271858,81,10,1,4,2,3,0,4,4281,401881,56415,454237,158.0
743758,1494218999,767,430548_1007,1,0,4526,319842,0,4,2,4,,3,0,3,4281,401881,56415,454237,158.0
56349,1494477735,767,430548_1007,1,0,3372|5327,44421|18324,88,11,1,5,1,3,0,2,4281,401881,56415,454237,158.0
56349,1494220117,767,430548_1007,1,0,3372|5327,44421|18324,88,11,1,5,1,3,0,2,4281,401881,56415,454237,158.0
501598,1494194276,767,430548_1007,1,0,4282|549|6412|8780|5467,355232|79717|64026|7483|207916,42,5,2,5,1,3,0,3,4281,401881,56415,454237,158.0
1141072,1494131041,767,430539_1007,1,0,7205|7340|7211,361467|378736|378736,30,4,2,4,1,3,0,2,4281,401881,56415,454237,158.0
1056253,1494250906,767,430539_1007,1,0,6181,460390,44,5,2,5,2,3,0,2,4281,401881,56415,454237,158.0
680562,1494686456,767,430548_1007,1,0,,,,,,,,,,,4281,401881,56415,454237,158.0
1141072,1494143070,767,430539_1007,1,0,4520|4591|4591|4591|4591,173147|287575|287575|287575|393511,30,4,2,4,1,3,0,2,4281,401881,56415,454237,158.0
555337,1494655595,767,430548_1007,1,0,4283|4384|4520|4281|6422,380790|129939|138812|138812|180286,44,5,2,5,2,3,0,2,4281,401881,56415,454237,158.0
555337,1494481495,767,430548_1007,1,0,4283|4384|4520|4281|6422,380790|129939|138812|138812|180286,44,5,2,5,2,3,0,2,4281,401881,56415,454237,158.0
317721,1494659080,767,430548_1007,1,0,,,0,5,2,5,,2,0,3,4281,401881,56415,454237,158.0
1134337,1494422687,767,430548_1007,1,0,,,44,5,2,5,2,3,0,2,4281,401881,56415,454237,158.0
380940,1494597602,767,430548_1007,1,0,,,17,3,2,3,1,3,0,4,4281,401881,56415,454237,158.0
1010675,1494165217,767,430539_1007,1,0,6427|5539|562|1157|1213,68422|398497|391734|381398|286729,0,5,2,5,,3,0,4,4281,401881,56415,454237,158.0
1134337,1494513388,767,430548_1007,1,0,,,44,5,2,5,2,3,0,2,4281,401881,56415,454237,158.0
856521,1494235709,767,430548_1007,1,0,4281|4283|4283|6617|8876,246244|409727|275657|29087|242779,0,5,2,5,,3,0,2,4281,401881,56415,454237,158.0
1036161,1494657753,767,430548_1007,1,0,94|6261,83456|243387,77,10,1,4,1,3,0,2,4281,401881,56415,454237,158.0
999513,1494587822,767,430548_1007,1,0,4384|4520|6423|2871|6246,342533|13682|293023|437547|448145,0,3,2,3,,3,0,2,4281,401881,56415,454237,158.0
286896,1494005952,767,430548_1007,1,0,4520|4520|5944|5950|5946,17433|179351|257717|247789|406689,21,3,2,3,2,3,0,2,4281,401881,56415,454237,158.0
507659,1494084866,767,430539_1007,1,0,,,16,3,2,3,1,3,0,2,4281,401881,56415,454237,158.0
244328,1494071826,767,430548_1007,1,0,,,33,4,2,4,2,3,0,2,4281,401881,56415,454237,158.0
1017077,1494255542,767,430548_1007,1,0,,,44,5,2,5,2,3,0,2,4281,401881,56415,454237,158.0
1017077,1494081183,767,430548_1007,1,0,,,44,5,2,5,2,3,0,2,4281,401881,56415,454237,158.0
943441,1494679139,767,430548_1007,1,0,,,0,3,2,3,,1,0,,4281,401881,56415,454237,158.0
881024,1494556046,767,430539_1007,1,0,4508|6139|4521|4520|562,454237|160|352820|297713|102687,81,10,1,4,2,3,0,4,4281,401881,56415,454237,158.0
881024,1494079989,767,430539_1007,1,0,4281|4281|4520|4520|4521,442395|68713|451575|451575|291888,81,10,1,4,2,3,0,4,4281,401881,56415,454237,158.0
746158,1494592671,767,430548_1007,1,0,,,30,4,2,4,1,3,0,2,4281,401881,56415,454237,158.0
33082,1494662644,767,430539_1007,1,0,,,20,3,2,3,2,3,0,3,4281,401881,56415,454237,158.0
704797,1494423273,767,430539_1007,1,0,9095,132243,30,4,2,4,1,3,0,2,4281,401881,56415,454237,158.0
657116,1494168465,767,430539_1007,1,0,5957|910,31842|363266,17,3,2,3,1,3,0,3,4281,401881,56415,454237,158.0
687858,1494418839,767,430548_1007,1,0,,,0,3,2,3,,2,0,3,4281,401881,56415,454237,158.0
606533,1494142209,767,430548_1007,1,0,4280|4281|6261|6261|6578,96305|396472|189623|188059|320939,0,3,2,3,,3,0,3,4281,401881,56415,454237,158.0
831743,1494490601,767,430548_1007,1,0,4281|6261|4267|5957|6261,427407|354759|450299|344206|344206,33,4,2,4,2,3,0,2,4281,401881,56415,454237,158.0
651693,1494233219,767,430539_1007,1,0,6759|4609|10875|7346|10875,101331|32430|78538|284533|78538,0,4,2,4,,3,0,2,4281,401881,56415,454237,158.0
881024,1494375481,767,430539_1007,1,0,4283|4521|4520|4521|4521,136962|380284|163426|163426|163426,81,10,1,4,2,3,0,4,4281,401881,56415,454237,158.0
111868,1494390557,767,430539_1007,1,0,,,18,3,2,3,2,3,0,1,4281,401881,56415,454237,158.0
150833,1494383110,767,430548_1007,0,1,,,0,5,2,5,,3,0,3,4281,401881,56415,454237,158.0
111868,1494204435,767,430539_1007,1,0,,,18,3,2,3,2,3,0,1,4281,401881,56415,454237,158.0
792761,1494396347,767,430548_1007,1,0,,,44,5,2,5,2,3,0,2,4281,401881,56415,454237,158.0
661416,1494413130,767,430548_1007,1,0,,,0,7,1,1,,1,0,,4281,401881,56415,454237,158.0
246161,1494635686,767,430539_1007,1,0,4512|10456|5467|877|2434,217205|353787|286579|211195|251163,43,5,2,5,2,3,0,1,4281,401881,56415,454237,158.0
235726,1494570487,767,430548_1007,1,0,,,20,3,2,3,2,3,0,4,4281,401881,56415,454237,158.0
1072687,1494424884,767,430548_1007,1,0,2842|12247,329488|409544,34,4,2,4,2,3,0,3,4281,401881,56415,454237,158.0
203263,1494133911,767,430548_1007,1,0,6407|6407|2792|2792|6407,36609|354529|67774|67774|36459,45,5,2,5,3,3,0,4,4281,401881,56415,454237,158.0
61589,1494557723,767,430548_1007,1,0,,,0,4,2,4,,2,0,,4281,401881,56415,454237,158.0
206418,1494125255,767,430548_1007,1,0,4520|6426|6423|6426|6424,344206|124774|22268|124774|174531,0,6,2,6,,3,0,,4281,401881,56415,454237,158.0
843967,1494424788,767,430548_1007,1,0,4283|4283|4283|6183|6255,347986|313366|342760|320215|328331,0,4,2,4,3,3,0,,4281,401881,56415,454237,158.0
843967,1494657424,767,430548_1007,1,0,11429|6423|6432|6423|4384,182401|48440|42698|293023|54870,0,4,2,4,3,3,0,,4281,401881,56415,454237,158.0
715894,1494594948,767,430548_1007,1,0,,,0,5,2,5,,3,0,,4281,401881,56415,454237,158.0
736455,1494300884,767,430548_1007,1,0,6261,193547,,,,,,,,,4281,401881,56415,454237,158.0
254472,1494427273,767,430548_1007,1,0,5828|841|12394|6300|6300,353787|15445|194860|247789|97720,64,9,1,3,1,3,0,2,4281,401881,56415,454237,158.0
620441,1494426678,767,430539_1007,1,0,,,0,4,2,4,,3,0,2,4281,401881,56415,454237,158.0
190052,1494661295,767,430539_1007,1,0,5953|6182|6516|5172|4445,234846|338875|193853|71885|41340,25,4,2,4,2,2,0,1,4281,401881,56415,454237,158.0
309192,1494501642,767,430539_1007,1,0,4505|6428|6428|6806|9017,99858|12869|12869|77143|21896,82,10,1,4,3,3,0,2,4281,401881,56415,454237,158.0
519277,1494424973,767,430548_1007,1,0,,,0,5,2,5,2,3,0,,4281,401881,56415,454237,158.0
616427,1494512507,767,430548_1007,1,0,7621,358874,0,3,2,3,,2,0,,4281,401881,56415,454237,158.0
734639,1494236253,767,430548_1007,1,0,,,0,5,2,5,,2,0,,4281,401881,56415,454237,158.0
734639,1494421255,767,430548_1007,1,0,,,0,5,2,5,,2,0,,4281,401881,56415,454237,158.0
734639,1494641815,767,430548_1007,1,0,,,0,5,2,5,,2,0,,4281,401881,56415,454237,158.0
700517,1494050814,767,430548_1007,1,0,4284|4520|4281|6423|6261,450184|400778|14474|46312|172636,0,5,2,5,,3,0,2,4281,401881,56415,454237,158.0
1000329,1494571016,767,430548_1007,1,0,6806|9300|6806|10678|2766,136815|251466|179005|323756|14983,0,12,1,6,,3,0,2,4281,401881,56415,454237,158.0
274336,1494217425,767,430548_1007,1,0,6261|6261|4281|5139|800,410016|234846|94855|419641|153817,0,4,2,4,,3,0,2,4281,401881,56415,454237,158.0
433333,1494655166,767,430539_1007,1,0,6182,264543,0,5,2,5,,3,0,2,4281,401881,56415,454237,158.0
433333,1494403333,767,430539_1007,1,0,6182,264543,0,5,2,5,,3,0,2,4281,401881,56415,454237,158.0
204136,1494508696,767,430548_1007,1,0,,,,,,,,,,,4281,401881,56415,454237,158.0
890530,1494231833,767,430548_1007,1,0,8824|4826|4281|1809|4505,188427|301128|43425|389610|71649,,,,,,,,,4281,401881,56415,454237,158.0
826615,1494475706,767,430539_1007,1,0,6735|6736|5467|562|4520,313882|313882|376599|23125|40760,0,5,2,5,,3,0,2,4281,401881,56415,454237,158.0
204136,1494306277,767,430548_1007,1,0,,,,,,,,,,,4281,401881,56415,454237,158.0
312733,1494589476,767,430548_1007,0,1,12307,307284,0,3,2,3,,2,0,3,4281,401881,56415,454237,158.0
312733,1494667266,767,430548_1007,1,0,12307,307284,0,3,2,3,,2,0,3,4281,401881,56415,454237,158.0
651736,1494218845,767,430548_1007,1,0,1665|4851|4643|4643|6246,154597|233354|53321|67652|447736,0,3,2,3,,3,0,4,4281,401881,56415,454237,158.0
982052,1494378698,767,430548_1007,1,0,,,0,9,1,3,,3,0,3,4281,401881,56415,454237,158.0
198220,1494307476,767,430539_1007,1,0,5779|4284|5144|6261|856,439406|255689|293023|45398|316635,0,4,2,4,,3,0,4,4281,401881,56415,454237,158.0
687858,1494405491,767,430548_1007,1,0,,,0,3,2,3,,2,0,3,4281,401881,56415,454237,158.0
709678,1494487721,767,430539_1007,1,0,7146|8056|4282|7146|7146,12869|380379|380292|93403|12869,0,5,2,5,,3,0,1,4281,401881,56415,454237,158.0
709678,1494140528,767,430539_1007,1,0,4282|5515|4284|6261|4520,354304|69180|161521|161521|174751,0,5,2,5,,3,0,1,4281,401881,56415,454237,158.0
801097,1494408807,767,430548_1007,1,0,6261|6261|4281|6423|6426,405365|405365|405365|345805|221291,,,,,,,,,4281,401881,56415,454237,158.0
754377,1494127829,767,430539_1007,1,0,11298|6261|6261|6510|911,95766|342124|108406|295201|98630,0,4,2,4,,3,0,,4281,401881,56415,454237,158.0
754377,1494311551,767,430539_1007,1,0,10875|11298|11298|6300|11298,423536|400399|311391|252892|76757,0,4,2,4,,3,0,,4281,401881,56415,454237,158.0
313787,1494465169,767,430548_1007,1,0,9784|4601|6261|4280|7766,160582|126389|406937|96120|185203,0,4,2,4,,3,0,2,4281,401881,56415,454237,158.0
472850,1494421098,767,430548_1007,1,0,5957|6123|6123,374171|357777|298054,45,5,2,5,2,3,0,4,4281,401881,56415,454237,158.0
533289,1494506302,767,430548_1007,1,0,,,,,,,,,,,4281,401881,56415,454237,158.0
9233,1494595756,767,430548_1007,1,0,6915|6426|6427|6427|6261,270744|410067|147316|166274|160,0,9,1,3,,3,0,,4281,401881,56415,454237,158.0
388964,1494075363,767,430548_1007,1,0,5957,451257,38,5,2,5,1,2,0,3,4281,401881,56415,454237,158.0
493115,1494548526,767,430548_1007,1,0,,,0,4,2,4,1,3,0,,4281,401881,56415,454237,158.0
9233,1494421215,767,430548_1007,1,0,6426|6427|6427|6261|5539,410067|147316|166274|160|284064,0,9,1,3,,3,0,,4281,401881,56415,454237,158.0
189187,1494417073,767,430548_1007,1,0,6160|1665|6113|6113|4281,247789|394768|341636|360272|235358,0,4,2,4,2,2,0,,4281,401881,56415,454237,158.0
711175,1494337864,767,430548_1007,1,0,,,0,12,1,6,,3,0,4,4281,401881,56415,454237,158.0
711175,1494511174,767,430548_1007,0,1,,,0,12,1,6,,3,0,4,4281,401881,56415,454237,158.0
806265,1494422705,767,430539_1007,1,0,,,46,5,2,5,3,3,0,2,4281,401881,56415,454237,158.0
711175,1494685221,767,430548_1007,1,0,,,0,12,1,6,,3,0,4,4281,401881,56415,454237,158.0
806265,1494208509,767,430539_1007,1,0,,,46,5,2,5,3,3,0,2,4281,401881,56415,454237,158.0
236827,1494490765,767,430548_1007,1,0,4283|4283|6261|4816|4282,65559|155477|321464|293023|282113,19,3,2,3,2,3,0,2,4281,401881,56415,454237,158.0
759578,1494149550,767,430539_1007,1,0,4745|6617|4267|4267|1839,378484|117996|68376|367585|222644,0,11,1,5,,3,0,2,4281,401881,56415,454237,158.0
201299,1494599664,767,430548_1007,1,0,,,0,11,1,5,,3,0,2,4281,401881,56415,454237,158.0
619087,1494406132,767,430548_1007,1,0,,,44,5,2,5,2,3,0,2,4281,401881,56415,454237,158.0
619087,1494161999,767,430548_1007,1,0,,,44,5,2,5,2,3,0,2,4281,401881,56415,454237,158.0
707131,1494406914,767,430548_1007,1,0,9711|10350|7943|7696|6261,56624|429398|186450|184890|234846,89,11,1,5,1,3,0,3,4281,401881,56415,454237,158.0
975824,1494487186,767,430548_1007,1,0,4520|4520|4520|4520|2252,410141|389690|389690|247789|428852,0,10,1,4,2,1,0,,4281,401881,56415,454237,158.0
191229,1494605674,767,430539_1007,0,1,7774|7774|1573|6450|6450,185940|304488|429739|413132|131141,19,3,2,3,2,3,0,2,4281,401881,56415,454237,158.0
228531,1494658207,767,430548_1007,1,0,,,33,4,2,4,2,3,0,2,4281,401881,56415,454237,158.0
226125,1494574517,767,430548_1007,1,0,6952,126364,0,4,2,4,,2,0,4,4281,401881,56415,454237,158.0
198870,1494166818,767,430548_1007,1,0,,,0,11,1,5,,2,0,,4281,401881,56415,454237,158.0
824212,1494662591,767,430539_1007,1,0,,,45,5,2,5,2,3,0,3,4281,401881,56415,454237,158.0
490470,1494228503,767,430548_1007,1,0,448|4281|6512|6512|6952,331997|454237|188080|352813|373449,0,5,2,5,,3,0,2,4281,401881,56415,454237,158.0
594747,1494597905,767,430548_1007,1,0,,,0,5,2,5,,3,0,,4281,401881,56415,454237,158.0
594747,1494392269,767,430548_1007,1,0,,,0,5,2,5,,3,0,,4281,401881,56415,454237,158.0
340824,1494072342,767,430539_1007,1,0,6300|10872|4521|6261|4521,290807|87053|115032|373618|205753,0,5,2,5,,3,0,4,4281,401881,56415,454237,158.0
45237,1494338201,767,430548_1007,1,0,6261|1665|7340|7340,186516|376599|447236|447236,0,4,2,4,,1,0,,4281,401881,56415,454237,158.0
810838,1494555526,767,430548_1007,1,0,6426,12717,0,4,2,4,,2,0,,4281,401881,56415,454237,158.0
229372,1494223661,767,430548_1007,1,0,,,0,10,1,4,2,3,0,,4281,401881,56415,454237,158.0
582556,1494143289,767,430539_1007,0,1,,,0,5,2,5,,3,0,,4281,401881,56415,454237,158.0
9064,1494398988,767,430548_1007,1,0,,,45,5,2,5,2,3,0,3,4281,401881,56415,454237,158.0
1102499,1494049381,767,430548_1007,1,0,4617|4267|4520|6427|6427,425589|276610|396193|402181|402181,0,4,2,4,,3,0,2,4281,401881,56415,454237,158.0
141939,1494489280,767,430548_1007,1,0,,,5,2,2,2,1,3,1,3,4281,401881,56415,454237,158.0
251584,1494641274,767,430548_1007,1,0,,,0,9,1,3,,3,0,2,4281,401881,56415,454237,158.0
697379,1494039992,767,430539_1007,1,0,4281|4526|4526|4526|4526,396472|399738|399738|394595|213528,0,9,1,3,,3,0,4,4281,401881,56415,454237,158.0
427101,1494487371,767,430548_1007,1,0,4282|4520|4281|4520|4281,303965|303965|303965|303965|17428,45,5,2,5,2,3,0,3,4281,401881,56415,454237,158.0
427101,1494505119,767,430548_1007,1,0,6281|4282|4520|4281|4520,367421|303965|303965|303965|303965,45,5,2,5,2,3,0,3,4281,401881,56415,454237,158.0
427101,1494671056,767,430548_1007,1,0,4280|911|1101|7572|4532,129214|381337|82476|235358|398325,45,5,2,5,2,3,0,3,4281,401881,56415,454237,158.0
84943,1494056067,767,430548_1007,1,0,,,0,3,2,3,,2,0,,4281,401881,56415,454237,158.0
933438,1494141978,767,430548_1007,1,0,562|6261,207181|108406,0,3,2,3,,1,0,,4281,401881,56415,454237,158.0
411596,1494252280,767,430548_1007,1,0,,,0,11,1,5,,3,0,4,4281,401881,56415,454237,158.0
201496,1494488748,767,430548_1007,1,0,4283|6143,11897|167895,81,10,1,4,2,3,0,4,4281,401881,56415,454237,158.0
212581,1494499705,767,430548_1007,1,0,4292|4292|4292|4292|6736,89859|255357|255357|255357|119254,45,5,2,5,2,3,0,3,4281,401881,56415,454237,158.0
727194,1494079970,767,430539_1007,1,0,,,0,11,1,5,,2,0,,4281,401881,56415,454237,158.0
192766,1494034496,767,430539_1007,1,0,,,67,9,1,3,2,3,0,4,4281,401881,56415,454237,158.0
977520,1494029144,767,430539_1007,1,0,4505|4505,174156|342760,0,5,2,5,,3,0,,4281,401881,56415,454237,158.0
9233,1494475175,767,430548_1007,1,0,6915|6426|6427|6427|6261,270744|410067|147316|166274|160,0,9,1,3,,3,0,,4281,401881,56415,454237,158.0
315023,1494575627,767,430548_1007,1,0,,,0,4,2,4,,3,0,,4281,401881,56415,454237,158.0
9233,1494498055,767,430548_1007,1,0,6915|6426|6427|6427|6261,270744|410067|147316|166274|160,0,9,1,3,,3,0,,4281,401881,56415,454237,158.0
9233,1494253459,767,430548_1007,1,0,6107|6427|4526|2444|4766,428870|408354|372821|21757|417894,0,9,1,3,,3,0,,4281,401881,56415,454237,158.0
323669,1494161948,767,430548_1007,1,0,,,0,4,2,4,,3,0,3,4281,401881,56415,454237,158.0
1023846,1494463387,767,430548_1007,1,0,,,41,5,2,5,1,3,0,2,4281,401881,56415,454237,158.0
494497,1494418679,767,430539_1007,1,0,6261|4526|6261|6261|4526,10385|425071|188059|239358|400906,45,5,2,5,2,3,0,3,4281,401881,56415,454237,158.0
9233,1494389514,767,430548_1007,1,0,6427|6427|6261|5539|6418,147316|166274|160|284064|378269,0,9,1,3,,3,0,,4281,401881,56415,454237,158.0
1122866,1494147495,767,430539_1007,1,0,,,81,10,1,4,2,3,0,3,4281,401881,56415,454237,158.0
9233,1494426293,767,430548_1007,1,0,6426|6427|6427|6261|5539,410067|147316|166274|160|284064,0,9,1,3,,3,0,,4281,401881,56415,454237,158.0
602779,1494493833,767,430548_1007,1,0,,,0,9,1,3,,3,0,2,4281,401881,56415,454237,158.0
252732,1494594534,767,430548_1007,1,0,4281|6261|6423|6423|6423,146115|454237|13537|336951|234846,0,3,2,3,,3,0,,4281,401881,56415,454237,158.0
700403,1494405560,767,430548_1007,1,0,,,0,11,1,5,,3,0,2,4281,401881,56415,454237,158.0
361645,1494599875,767,430539_1007,1,0,4281|5510|10758|1665|6261,445602|247789|26759|270915|228255,0,3,2,3,,3,0,,4281,401881,56415,454237,158.0
9233,1494402304,767,430548_1007,1,0,6427|6427|6261|5539|6418,147316|166274|160|284064|378269,0,9,1,3,,3,0,,4281,401881,56415,454237,158.0
1060021,1494592398,767,430539_1007,1,0,6261|1478|1154|6433,251279|12869|265147|102424,67,9,1,3,2,3,0,3,4281,401881,56415,454237,158.0
1116106,1494223972,767,430539_1007,1,0,7233|4282|4520|10809|4520,41011|58326|42791|12869|42791,33,4,2,4,2,3,0,2,4281,401881,56415,454237,158.0
631774,1494511956,767,430539_1007,1,0,,,0,10,1,4,,3,0,4,4281,401881,56415,454237,158.0
481971,1494504551,767,430548_1007,1,0,,,0,4,2,4,,3,0,4,4281,401881,56415,454237,158.0
695597,1494314160,767,430548_1007,1,0,,,0,10,1,4,,3,0,1,4281,401881,56415,454237,158.0
562917,1494334842,767,430539_1007,1,0,,,0,5,2,5,2,2,0,,4281,401881,56415,454237,158.0
452305,1494662536,767,430548_1007,1,0,,,42,5,2,5,1,3,0,4,4281,401881,56415,454237,158.0
824420,1494137061,767,430539_1007,1,0,7604|6421,428423|269810,21,3,2,3,3,3,0,2,4281,401881,56415,454237,158.0
122586,1494163013,767,430548_1007,1,0,4520|4520|4520|6160|5779,289229|374119|175580|242571|207916,0,10,1,4,,3,0,4,4281,401881,56415,454237,158.0
452305,1494395622,767,430548_1007,1,0,,,42,5,2,5,1,3,0,4,4281,401881,56415,454237,158.0
626386,1494658563,767,430548_1007,1,0,,,42,5,2,5,1,3,0,4,4281,401881,56415,454237,158.0
312880,1494141032,767,430548_1007,1,0,,,0,3,2,3,,1,0,,4281,401881,56415,454237,158.0
1090460,1494685209,767,430548_1007,1,0,4281|6426|6426|6547|6547,354728|276237|171890|392886|392886,0,10,1,4,,3,0,2,4281,401881,56415,454237,158.0
980201,1494593632,767,430539_1007,1,0,4281|4281|4281|6261,409791|409791|47182|344206,90,11,1,5,2,3,0,1,4281,401881,56415,454237,158.0
490866,1494151602,767,430539_1007,1,0,,,33,4,2,4,2,3,0,2,4281,401881,56415,454237,158.0
491493,1494041350,767,430539_1007,1,0,,,18,3,2,3,2,3,0,1,4281,401881,56415,454237,158.0
593792,1494510958,767,430548_1007,1,0,,,0,4,2,4,2,3,0,,4281,401881,56415,454237,158.0
1009398,1494232204,767,430548_1007,1,0,,,0,11,1,5,,3,0,,4281,401881,56415,454237,158.0
1107081,1494482644,767,430548_1007,1,0,,,0,5,2,5,,3,0,4,4281,401881,56415,454237,158.0
85505,1494675478,767,430548_1007,1,0,,,0,5,2,5,,2,0,,4281,401881,56415,454237,158.0
692299,1494314610,767,430548_1007,1,0,,,,,,,,,,,4281,401881,56415,454237,158.0
